testDate,expression,movement,quality,benchmarkPct
15/11/2023,dynamic,jump,take off,0.64
18/11/2023,isometric,sprint,max velocity,
25/11/2023,dynamic,jump,land,0.69
7/12/2023,isometric,jump,take off,
10/12/2023,dynamic,agility,acceleration,0.43
12/12/2023,isometric,jump,take off,
15/12/2023,isometric,agility,acceleration,0.52
27/12/2023,isometric,jump,take off,
29/12/2023,dynamic,agility,deceleration,0.87
19/01/2024,dynamic,upper body,pull,0.879
21/01/2024,isometric,sprint,max velocity,
22/01/2024,isometric,sprint,acceleration,0.52
27/01/2024,isometric,sprint,max velocity,
30/01/2024,isometric,agility,rotate,
3/2/2024,dynamic,jump,pre-load,0.53
6/2/2024,dynamic,jump,take off,0.64
25/02/2024,dynamic,jump,pre-load,0.479
1/3/2024,isometric,jump,take off,
1/3/2024,isometric,agility,acceleration,0.52
7/3/2024,isometric,agility,rotate,
26/03/2024,dynamic,jump,land,0.668
31/03/2024,isometric,agility,rotate,
3/4/2024,dynamic,upper body,pull,0.89
3/4/2024,dynamic,upper body,push,0.44
7/4/2024,isometric,agility,rotate,
20/04/2024,dynamic,upper body,push,0.43
21/04/2024,isometric,agility,acceleration,0.52
24/04/2024,isometric,agility,rotate,
25/04/2024,dynamic,jump,land,0.664
26/04/2024,isometric,agility,rotate,
29/04/2024,isometric,jump,pre-load,0.52
1/5/2024,isometric,agility,acceleration,0.52
24/05/2024,isometric,sprint,max velocity,0.1995
27/05/2024,dynamic,upper body,push,0.43
28/05/2024,isometric,agility,acceleration,0.49
12/6/2024,isometric,jump,land,
17/06/2024,isometric,jump,land,
18/06/2024,isometric,upper body,pull,
17/07/2024,isometric,sprint,max velocity,0.768
22/07/2024,dynamic,agility,acceleration,0.485
31/07/2024,isometric,agility,deceleration,1.032
4/8/2024,dynamic,upper body,push,0.428
14/08/2024,isometric,agility,rotate,0.384
16/08/2024,dynamic,sprint,max velocity,0.6795
17/08/2024,isometric,agility,rotate,0.384
19/08/2024,isometric,jump,take off,0.363
22/08/2024,isometric,agility,rotate,0.5075
26/08/2024,dynamic,agility,deceleration,0.9
30/08/2024,isometric,upper body,pull,
8/9/2024,isometric,jump,take off,0.33
20/09/2024,dynamic,jump,land,0.648
25/09/2024,isometric,upper body,grapple,0.627
27/09/2024,isometric,jump,pre-load,0.72
3/10/2024,dynamic,upper body,pull,0.896
4/10/2024,isometric,upper body,grapple,0.6625
10/10/2024,isometric,jump,pre-load,0.6925
10/10/2024,isometric,agility,acceleration,0.6925
13/10/2024,dynamic,upper body,push,0.498
28/10/2024,dynamic,sprint,max velocity,0.652
20/11/2024,isometric,upper body,grapple,0.6895
24/11/2024,dynamic,jump,take off,0.69
3/12/2024,dynamic,agility,acceleration,0.498
7/12/2024,isometric,jump,land,0.42
10/12/2024,isometric,agility,deceleration,0.8655
11/12/2024,dynamic,jump,land,0.728
16/12/2024,isometric,sprint,max velocity,0.685
20/12/2024,dynamic,agility,acceleration,0.498
27/12/2024,isometric,jump,take off,0.42
29/12/2024,isometric,agility,acceleration,0.79
3/1/2025,isometric,agility,rotate,0.6705
4/1/2025,isometric,agility,acceleration,0.79
5/1/2025,isometric,sprint,max velocity,0.67
29/01/2025,dynamic,jump,pre-load,0.53
9/2/2025,isometric,upper body,push,0.96
15/02/2025,dynamic,jump,land,0.735
23/02/2025,dynamic,upper body,push,0.495
23/02/2025,dynamic,agility,acceleration,0.495
8/3/2025,dynamic,upper body,pull,0.88
9/3/2025,isometric,jump,land,0.3955
12/3/2025,isometric,sprint,acceleration,0.787
5/7/2023,isometric,agility,rotate,
9/7/2023,dynamic,sprint,acceleration,0.32
10/7/2023,isometric,agility,acceleration,
12/7/2023,dynamic,upper body,pull,0.854
12/7/2023,dynamic,agility,deceleration,0.854
12/7/2023,isometric,sprint,max velocity,
22/07/2023,isometric,sprint,max velocity,
24/07/2023,dynamic,upper body,pull,0.8525
25/07/2023,dynamic,sprint,max velocity,0.67
10/8/2023,dynamic,upper body,push,0.358
13/08/2023,dynamic,agility,deceleration,0.8695
28/08/2023,isometric,upper body,pull,
1/9/2023,isometric,jump,take off,
4/9/2023,isometric,upper body,grapple,
14/09/2023,isometric,sprint,max velocity,
7/10/2023,isometric,agility,deceleration,1.0395
9/10/2023,dynamic,agility,deceleration,0.871
20/10/2023,isometric,upper body,pull,
23/10/2023,dynamic,agility,acceleration,0.4305
29/10/2023,isometric,jump,take off,
8/11/2023,dynamic,upper body,pull,0.871
17/11/2023,isometric,agility,rotate,
18/11/2023,isometric,upper body,pull,
7/12/2023,dynamic,sprint,acceleration,0.43
9/12/2023,isometric,jump,pre-load,0.52
26/12/2023,dynamic,upper body,push,0.426
26/12/2023,dynamic,sprint,acceleration,0.426
6/1/2024,isometric,sprint,max velocity,
13/01/2024,dynamic,agility,acceleration,0.43
17/01/2024,isometric,upper body,pull,
6/2/2024,dynamic,upper body,pull,0.89
11/2/2024,isometric,agility,rotate,
12/2/2024,isometric,sprint,acceleration,0.52
13/02/2024,dynamic,sprint,acceleration,0.4345
19/02/2024,dynamic,jump,land,0.668
19/02/2024,isometric,sprint,max velocity,
1/3/2024,dynamic,upper body,pull,0.89
2/3/2024,dynamic,upper body,pull,0.89
9/3/2024,isometric,agility,acceleration,0.52
9/3/2024,dynamic,sprint,acceleration,0.4445
21/03/2024,isometric,jump,land,
27/03/2024,isometric,sprint,max velocity,
2/4/2024,dynamic,sprint,acceleration,0.44
17/04/2024,isometric,upper body,pull,
10/5/2024,isometric,upper body,push,0.704
11/5/2024,isometric,jump,take off,
12/5/2024,isometric,jump,pre-load,0.52
17/05/2024,dynamic,upper body,pull,0.876
19/05/2024,dynamic,agility,deceleration,0.876
24/05/2024,isometric,upper body,push,0.704
9/6/2024,dynamic,upper body,push,0.43
11/6/2024,dynamic,jump,land,0.723
26/06/2024,isometric,jump,take off,
30/06/2024,isometric,jump,take off,
23/07/2024,dynamic,agility,acceleration,0.485
24/07/2024,dynamic,upper body,pull,0.855
30/07/2024,dynamic,jump,land,0.652
20/08/2024,dynamic,upper body,push,0.428
30/08/2024,isometric,agility,rotate,0.6405
31/08/2024,isometric,sprint,max velocity,0.67
1/9/2024,isometric,agility,deceleration,0.95
5/9/2024,isometric,jump,take off,0.33
10/9/2024,isometric,upper body,grapple,0.6315
8/10/2024,dynamic,sprint,max velocity,0.67
25/10/2024,isometric,upper body,push,0.936
26/10/2024,isometric,sprint,acceleration,0.6935
4/11/2024,isometric,upper body,push,0.936
13/11/2024,dynamic,upper body,pull,0.88
14/11/2024,isometric,jump,pre-load,0.7515
18/11/2024,isometric,jump,land,0.39
19/11/2024,isometric,sprint,acceleration,0.799
1/12/2024,isometric,upper body,pull,
8/12/2024,isometric,upper body,push,0.876
9/12/2024,isometric,agility,rotate,0.681
17/12/2024,isometric,sprint,acceleration,0.796
21/12/2024,isometric,jump,pre-load,0.796
21/12/2024,isometric,agility,acceleration,0.796
1/1/2025,dynamic,sprint,max velocity,0.6645
24/01/2025,dynamic,jump,take off,0.69
24/01/2025,isometric,agility,deceleration,0.952
3/2/2025,isometric,jump,pre-load,0.79
5/2/2025,dynamic,agility,deceleration,0.87
13/02/2025,dynamic,agility,acceleration,0.495
23/02/2025,isometric,jump,pre-load,0.79
25/02/2025,isometric,agility,deceleration,0.96
25/02/2025,isometric,agility,rotate,0.6385
5/7/2023,isometric,upper body,grapple,
8/7/2023,isometric,agility,acceleration,
10/7/2023,dynamic,upper body,push,0.32
11/7/2023,isometric,sprint,max velocity,
17/07/2023,dynamic,jump,pre-load,0.589
19/07/2023,dynamic,sprint,acceleration,0.33
30/07/2023,isometric,upper body,push,
1/8/2023,isometric,agility,deceleration,0.781
1/8/2023,isometric,sprint,max velocity,
23/08/2023,isometric,agility,rotate,
26/08/2023,isometric,jump,take off,
29/08/2023,isometric,jump,take off,
1/9/2023,isometric,upper body,grapple,
13/09/2023,isometric,agility,deceleration,1.0395
15/09/2023,dynamic,sprint,acceleration,0.388
23/09/2023,dynamic,upper body,push,0.4305
1/10/2023,isometric,upper body,grapple,
6/10/2023,dynamic,upper body,push,0.4305
10/10/2023,dynamic,sprint,max velocity,0.5705
14/10/2023,dynamic,jump,pre-load,0.587
17/10/2023,isometric,jump,pre-load,0.52
18/10/2023,isometric,upper body,push,0.67
1/11/2023,dynamic,agility,acceleration,0.4305
4/11/2023,isometric,jump,land,
5/11/2023,dynamic,upper body,push,0.4305
9/11/2023,isometric,agility,rotate,
24/11/2023,dynamic,upper body,push,0.4305
27/11/2023,dynamic,jump,land,0.69
6/12/2023,dynamic,agility,deceleration,0.87
11/12/2023,isometric,agility,acceleration,0.52
21/12/2023,isometric,agility,acceleration,0.52
27/12/2023,dynamic,jump,land,0.674
6/1/2024,isometric,upper body,push,0.664
12/1/2024,isometric,agility,acceleration,0.52
4/2/2024,dynamic,jump,take off,0.64
9/2/2024,dynamic,jump,take off,0.6225
6/3/2024,isometric,jump,take off,
13/03/2024,dynamic,agility,acceleration,0.4445
14/03/2024,dynamic,upper body,push,0.4445
21/03/2024,isometric,agility,rotate,
25/03/2024,dynamic,jump,pre-load,0.524
4/4/2024,isometric,jump,pre-load,0.52
5/4/2024,isometric,upper body,pull,
10/4/2024,isometric,upper body,pull,
12/4/2024,dynamic,upper body,push,0.43
13/04/2024,dynamic,jump,land,0.655
19/04/2024,isometric,upper body,pull,
22/04/2024,dynamic,jump,take off,0.64
24/04/2024,isometric,agility,acceleration,0.52
28/04/2024,isometric,sprint,acceleration,0.52
3/5/2024,dynamic,sprint,acceleration,0.43
7/5/2024,isometric,agility,rotate,
14/05/2024,isometric,jump,pre-load,0.49
15/05/2024,isometric,upper body,pull,
16/05/2024,isometric,jump,land,
29/05/2024,isometric,upper body,grapple,
4/6/2024,isometric,upper body,grapple,
4/6/2024,dynamic,sprint,acceleration,0.43
8/6/2024,dynamic,jump,pre-load,0.4655
1/7/2024,dynamic,jump,land,0.7215
8/7/2024,dynamic,jump,pre-load,0.5225
8/7/2024,dynamic,upper body,push,0.494
11/7/2024,isometric,jump,take off,0.42
18/07/2024,isometric,upper body,pull,
20/07/2024,dynamic,upper body,pull,0.858
31/07/2024,isometric,jump,land,0.372
8/8/2024,isometric,agility,acceleration,0.7305
21/08/2024,isometric,sprint,max velocity,0.756
31/08/2024,dynamic,sprint,max velocity,0.6795
7/9/2024,isometric,agility,deceleration,0.94
16/09/2024,isometric,jump,pre-load,0.7275
17/09/2024,isometric,jump,pre-load,0.72
29/09/2024,dynamic,agility,acceleration,0.494
4/10/2024,dynamic,agility,deceleration,0.896
13/10/2024,dynamic,sprint,acceleration,0.498
20/10/2024,isometric,upper body,grapple,0.6595
7/11/2024,dynamic,agility,acceleration,0.486
7/11/2024,isometric,agility,deceleration,0.866
12/11/2024,dynamic,jump,land,0.666
16/11/2024,dynamic,sprint,acceleration,0.47
20/11/2024,dynamic,agility,deceleration,0.88
30/11/2024,dynamic,agility,deceleration,0.856
22/12/2024,isometric,agility,rotate,0.6705
17/01/2025,dynamic,upper body,push,0.5
19/01/2025,dynamic,upper body,push,0.5
26/01/2025,isometric,jump,take off,0.4495
27/01/2025,isometric,sprint,max velocity,0.749
7/2/2025,isometric,agility,deceleration,0.9595
12/2/2025,dynamic,agility,deceleration,0.87
16/02/2025,isometric,jump,pre-load,0.79
16/02/2025,dynamic,sprint,max velocity,0.651
18/02/2025,dynamic,sprint,acceleration,0.495
20/02/2025,isometric,upper body,grapple,0.6385
23/02/2025,isometric,agility,rotate,0.6385
24/02/2025,dynamic,jump,land,0.745
25/02/2025,dynamic,sprint,acceleration,0.495
27/02/2025,dynamic,agility,deceleration,0.87
1/3/2025,dynamic,sprint,max velocity,0.6495
10/3/2025,dynamic,sprint,acceleration,0.495
12/3/2025,isometric,jump,take off,0.3955
9/7/2023,isometric,agility,acceleration,
11/7/2023,dynamic,agility,acceleration,0.32
15/07/2023,isometric,agility,rotate,
17/07/2023,dynamic,sprint,max velocity,0.67
20/07/2023,isometric,upper body,grapple,
30/07/2023,dynamic,jump,pre-load,0.589
11/8/2023,isometric,agility,rotate,
16/08/2023,isometric,jump,pre-load,
22/08/2023,isometric,jump,take off,
23/08/2023,dynamic,upper body,pull,0.87
27/08/2023,isometric,jump,pre-load,0.52
29/08/2023,dynamic,agility,deceleration,0.877
1/9/2023,isometric,jump,land,
3/10/2023,isometric,sprint,acceleration,0.52
6/10/2023,isometric,agility,deceleration,1.0395
12/10/2023,dynamic,upper body,pull,0.871
17/10/2023,isometric,jump,land,
17/10/2023,dynamic,jump,pre-load,0.587
17/10/2023,isometric,sprint,max velocity,
5/11/2023,isometric,agility,deceleration,1.038
28/11/2023,dynamic,agility,acceleration,0.4305
10/12/2023,dynamic,upper body,pull,0.87
18/12/2023,dynamic,jump,take off,0.6355
26/12/2023,isometric,upper body,grapple,
31/12/2023,dynamic,upper body,push,0.426
3/1/2024,isometric,sprint,acceleration,0.52
7/1/2024,isometric,upper body,grapple,
19/01/2024,dynamic,jump,take off,0.625
24/01/2024,isometric,upper body,grapple,
27/01/2024,isometric,upper body,push,0.6385
28/01/2024,dynamic,agility,acceleration,0.4345
2/2/2024,dynamic,agility,deceleration,0.899
18/02/2024,isometric,agility,rotate,
24/02/2024,isometric,upper body,grapple,
29/02/2024,isometric,agility,deceleration,1.148
8/3/2024,isometric,agility,rotate,
11/3/2024,dynamic,sprint,acceleration,0.4445
17/03/2024,dynamic,jump,take off,0.6525
21/03/2024,isometric,upper body,grapple,
22/03/2024,isometric,jump,take off,
25/03/2024,isometric,agility,deceleration,1.138
27/03/2024,isometric,agility,acceleration,0.52
5/4/2024,isometric,jump,take off,
7/4/2024,isometric,sprint,acceleration,0.52
9/4/2024,dynamic,upper body,push,0.44
12/4/2024,dynamic,agility,deceleration,0.89
15/04/2024,isometric,upper body,grapple,
15/04/2024,isometric,upper body,push,0.704
5/6/2024,isometric,sprint,acceleration,0.49
8/7/2024,isometric,agility,acceleration,0.7165
10/7/2024,isometric,agility,acceleration,0.7165
14/07/2024,isometric,upper body,grapple,-0.1675
19/07/2024,isometric,agility,acceleration,0.685
24/07/2024,isometric,agility,acceleration,0.685
5/8/2024,isometric,agility,deceleration,1.032
16/08/2024,dynamic,jump,take off,0.723
25/08/2024,dynamic,upper body,push,0.428
18/09/2024,isometric,jump,pre-load,0.72
29/09/2024,dynamic,jump,take off,0.6955
4/10/2024,isometric,sprint,acceleration,0.6925
9/10/2024,isometric,sprint,max velocity,0.6975
19/10/2024,isometric,agility,rotate,0.6595
22/10/2024,dynamic,upper body,push,0.486
23/10/2024,isometric,agility,acceleration,0.6935
25/10/2024,isometric,jump,land,0.444
17/11/2024,isometric,agility,rotate,0.6795
23/11/2024,dynamic,upper body,pull,0.88
25/11/2024,dynamic,upper body,push,0.47
25/11/2024,dynamic,sprint,max velocity,0.662
28/11/2024,isometric,agility,acceleration,0.79
2/12/2024,isometric,agility,acceleration,0.796
23/12/2024,isometric,agility,acceleration,0.796
29/12/2024,isometric,sprint,max velocity,0.67
31/12/2024,isometric,upper body,pull,0.46
9/1/2025,isometric,sprint,max velocity,0.749
14/01/2025,dynamic,jump,land,0.7365
2/3/2025,isometric,jump,pre-load,0.807
7/3/2025,isometric,agility,deceleration,0.96
11/3/2025,isometric,upper body,push,0.9555
6/7/2023,dynamic,sprint,acceleration,0.32
14/07/2023,dynamic,agility,deceleration,0.854
22/07/2023,dynamic,sprint,max velocity,0.67
23/07/2023,dynamic,agility,acceleration,0.33
26/07/2023,dynamic,sprint,max velocity,0.67
1/8/2023,dynamic,agility,acceleration,0.395
6/8/2023,isometric,sprint,acceleration,
22/08/2023,dynamic,agility,deceleration,0.87
24/08/2023,dynamic,jump,land,0.69
2/9/2023,isometric,sprint,max velocity,
9/9/2023,isometric,jump,land,
10/9/2023,dynamic,agility,acceleration,0.388
11/9/2023,isometric,jump,take off,
20/09/2023,dynamic,agility,acceleration,0.4305
22/09/2023,dynamic,sprint,max velocity,0.5845
25/09/2023,dynamic,jump,pre-load,0.49
27/09/2023,dynamic,jump,take off,0.6785
27/09/2023,isometric,sprint,acceleration,0.52
28/09/2023,dynamic,agility,deceleration,0.871
1/10/2023,dynamic,upper body,pull,0.871
28/10/2023,dynamic,agility,deceleration,0.871
11/11/2023,dynamic,jump,pre-load,0.4955
14/11/2023,isometric,agility,deceleration,1.038
3/12/2023,dynamic,agility,deceleration,0.87
10/12/2023,isometric,agility,deceleration,1.038
11/12/2023,dynamic,sprint,acceleration,0.43
14/12/2023,isometric,sprint,max velocity,
15/12/2023,dynamic,upper body,push,0.43
20/12/2023,dynamic,sprint,max velocity,0.634
21/12/2023,dynamic,jump,pre-load,0.484
22/12/2023,dynamic,jump,land,0.674
24/12/2023,isometric,jump,pre-load,0.52
5/1/2024,dynamic,jump,land,0.674
21/01/2024,dynamic,sprint,max velocity,0.598
28/01/2024,isometric,agility,deceleration,1.138
3/2/2024,dynamic,upper body,push,0.4445
15/02/2024,isometric,upper body,pull,
18/02/2024,isometric,sprint,max velocity,
23/02/2024,dynamic,jump,land,0.668
24/02/2024,dynamic,jump,take off,0.64
26/02/2024,isometric,upper body,grapple,
8/3/2024,isometric,jump,take off,
10/3/2024,isometric,agility,rotate,
1/4/2024,dynamic,jump,take off,0.6225
15/04/2024,isometric,sprint,acceleration,0.52
29/04/2024,isometric,agility,deceleration,1.1365
5/5/2024,isometric,upper body,grapple,
18/05/2024,isometric,agility,acceleration,0.49
20/05/2024,dynamic,sprint,max velocity,0.625
30/05/2024,dynamic,upper body,pull,0.876
31/05/2024,isometric,sprint,acceleration,0.49
1/6/2024,dynamic,jump,pre-load,0.4655
7/6/2024,isometric,jump,pre-load,0.49
18/06/2024,dynamic,agility,acceleration,0.43
4/7/2024,dynamic,jump,pre-load,0.482
9/7/2024,isometric,agility,deceleration,1.135
14/07/2024,isometric,jump,pre-load,0.7165
15/07/2024,dynamic,jump,pre-load,0.5175
27/07/2024,isometric,upper body,pull,
10/8/2024,isometric,upper body,grapple,0.384
3/9/2024,dynamic,sprint,max velocity,0.6795
4/9/2024,isometric,jump,pre-load,0.729
6/9/2024,isometric,upper body,pull,
24/09/2024,dynamic,jump,land,0.648
2/10/2024,dynamic,upper body,pull,0.896
6/10/2024,dynamic,upper body,push,0.494
11/10/2024,dynamic,jump,pre-load,0.5375
13/10/2024,isometric,agility,acceleration,0.6925
14/10/2024,isometric,jump,take off,0.426
17/10/2024,dynamic,agility,deceleration,0.868
20/10/2024,isometric,jump,pre-load,0.698
24/10/2024,isometric,upper body,push,0.936
29/10/2024,dynamic,jump,pre-load,0.57
30/10/2024,isometric,upper body,grapple,0.6695
31/10/2024,dynamic,jump,pre-load,0.57
9/11/2024,isometric,sprint,max velocity,0.6325
12/11/2024,isometric,sprint,acceleration,0.7515
16/11/2024,isometric,sprint,acceleration,0.7515
17/11/2024,dynamic,jump,land,0.666
20/11/2024,isometric,upper body,push,0.936
4/12/2024,dynamic,jump,take off,0.69
10/12/2024,dynamic,jump,land,0.728
13/12/2024,isometric,upper body,pull,0.46
27/12/2024,dynamic,upper body,push,0.498
28/12/2024,dynamic,upper body,pull,0.876
29/12/2024,dynamic,upper body,pull,0.856
4/1/2025,dynamic,jump,take off,0.681
8/1/2025,isometric,jump,take off,0.46
8/1/2025,isometric,sprint,max velocity,0.749
9/1/2025,isometric,jump,pre-load,0.79
10/1/2025,isometric,upper body,pull,0.46
26/01/2025,isometric,upper body,grapple,0.6675
28/01/2025,dynamic,agility,deceleration,0.853
9/2/2025,dynamic,jump,take off,0.68
13/02/2025,isometric,agility,acceleration,0.79
14/02/2025,dynamic,agility,acceleration,0.495
15/02/2025,dynamic,sprint,acceleration,0.495
20/02/2025,dynamic,upper body,push,0.495
3/3/2025,dynamic,upper body,pull,0.87
5/3/2025,dynamic,agility,acceleration,0.495
6/3/2025,isometric,sprint,acceleration,0.787
10/3/2025,dynamic,jump,take off,0.68
11/3/2025,isometric,upper body,pull,0.851
7/7/2023,isometric,sprint,max velocity,
17/07/2023,dynamic,sprint,acceleration,0.33
29/07/2023,dynamic,sprint,acceleration,0.395
12/8/2023,dynamic,upper body,push,0.358
22/08/2023,dynamic,upper body,push,0.412
26/08/2023,isometric,agility,rotate,
26/08/2023,dynamic,sprint,acceleration,0.388
9/9/2023,isometric,jump,pre-load,0.52
14/09/2023,isometric,agility,deceleration,1.0395
15/09/2023,isometric,jump,take off,
18/09/2023,isometric,agility,rotate,
21/09/2023,dynamic,jump,land,0.69
28/09/2023,isometric,jump,take off,
1/10/2023,isometric,sprint,acceleration,0.52
5/10/2023,isometric,agility,acceleration,0.52
12/10/2023,dynamic,agility,acceleration,0.4305
